6,36,4,2,50,1,0,2
6,36,4,1,0,2,50,3
6,36,4,2,50,1,0,4
6,36,4,1,0,2,50,8
6,36,4,2,50,2,500,8
7,45,2,1,50,1,0,3
7,45,2,1,0,1,5000,2
7,45,2,1,5000,1,0,8
7,45,2,1,0,2,500,6
7,45,2,2,500,2,50,4
7,45,2,2,50,2,500,7
7,45,2,2,500,2,50,4
7,45,2,2,50,2,50,5
7,45,2,2,50,2,500,6
7,45,2,2,500,2,50,6
7,45,2,2,50,2,500,7
7,45,2,2,500,2,50,8
7,45,2,2,50,2,500,8
7,45,2,2,500,2,50,6
7,45,2,2,50,2,50,7
7,45,2,2,50,2,500,5
7,45,2,2,500,2,50,2
7,45,2,2,50,2,50,2
7,45,2,2,50,2,50,7
7,45,2,2,50,2,50,1
8,43,4,2,50,2,500,3
8,43,4,2,500,2,500,3
8,43,4,2,500,2,500,6
8,43,4,2,500,2,500,5
8,43,4,2,500,2,500,6
8,43,4,2,500,2,500,6
8,43,4,2,500,2,500,2
8,43,4,2,500,2,500,8
8,43,4,2,500,2,500,5
8,43,4,2,500,2,50,1
8,43,4,2,50,1,50,5
8,43,4,1,50,1,0,3
8,43,4,1,0,1,0,2
8,43,4,1,0,2,50,3
8,43,4,2,50,2,500,6
8,43,4,2,500,2,50,3
8,43,4,2,50,2,500,5
8,43,4,2,500,2,50,5
8,43,4,2,50,2,500,4
8,43,4,2,500,2,50,1
9,79,5,0,0,2,500,1
9,79,5,2,500,2,500,3
9,79,5,2,500,2,500,6
9,79,5,2,500,2,50,1
9,79,5,2,50,1,0,1
9,79,5,1,0,2,500,5
9,79,5,2,500,2,500,7
9,79,5,2,500,1,0,5
9,79,5,1,0,2,500,4
9,79,5,2,500,2,500,2
9,79,5,2,500,2,500,6
9,79,5,2,500,2,500,8
9,79,5,2,500,2,500,6
9,79,5,2,500,1,0,2
9,79,5,1,0,1,500,4
9,79,5,1,500,1,500,7
9,79,5,1,500,1,500,3
9,79,5,1,500,1,500,2
9,79,5,1,500,1,0,1
9,79,5,1,0,2,500,6
10,57,3,0,0,0,0,6
10,57,3,0,0,1,50,3
10,57,3,1,50,1,5000,7
10,57,3,1,5000,2,50,4
10,57,3,2,50,2,500,7
10,57,3,2,500,2,500,8
10,57,3,2,500,2,500,2
10,57,3,2,500,1,50,2
10,57,3,1,50,1,500,2
10,57,3,1,500,1,0,3
10,57,3,1,0,1,0,5
10,57,3,1,0,1,0,4
10,57,3,1,0,1,5000,2
10,57,3,1,5000,1,5000,1
10,57,3,1,5000,1,50,4
10,57,3,1,50,1,50,6
10,57,3,1,50,1,50,7
10,57,3,1,50,1,50,3
10,57,3,1,50,2,500,1
10,57,3,2,500,2,50,4
11,24,4,2,50,2,50,6
11,24,4,2,50,2,5000,6
11,24,4,2,5000,2,500,7
11,24,4,2,500,2,50,7
11,24,4,2,50,2,50,6
11,24,4,2,50,2,500,2
11,24,4,2,500,2,500,6
11,24,4,2,500,1,50,1
11,24,4,1,50,1,5000,5
11,24,4,1,5000,2,5000,2
11,24,4,2,5000,2,50,5
11,24,4,2,50,2,500,3
11,24,4,2,500,1,50,8
11,24,4,1,50,1,0,5
11,24,4,1,0,2,5000,8
11,24,4,2,5000,2,500,1
11,24,4,2,500,2,500,2
11,24,4,2,500,2,500,8
11,24,4,2,500,2,500,7
11,24,4,2,500,2,50,7
12,24,1,2,50,2,500,3
12,24,1,2,500,2,500,5
12,24,1,2,500,2,50,8
12,24,1,2,50,2,500,1
12,24,1,2,500,2,50,7
12,24,1,2,50,2,50,8
12,24,1,2,50,2,500,3
12,24,1,2,500,1,0,1
12,24,1,1,0,1,50,1
12,24,1,1,50,2,500,6
12,24,1,2,500,2,500,6
12,24,1,2,500,2,500,1
12,24,1,2,500,2,500,3
12,24,1,2,500,1,50,4
12,24,1,1,50,1,0,8
12,24,1,1,0,1,50,1
12,24,1,1,50,1,50,1
12,24,1,1,50,1,50,4
12,24,1,1,50,2,500,7
12,24,1,2,500,2,500,3
13,62,10,2,5000,2,500,5
13,62,10,2,500,2,50,2
13,62,10,2,50,2,500,1
13,62,10,2,500,1,0,7
13,62,10,1,0,2,500,1
13,62,10,2,500,2,500,8
13,62,10,2,500,2,5000,2
13,62,10,2,5000,2,500,1
13,62,10,2,500,2,500,7
13,62,10,2,500,2,500,1
13,62,10,2,500,2,500,7
13,62,10,2,500,2,500,4
13,62,10,2,500,2,500,7
13,62,10,2,500,2,50,1
13,62,10,2,50,2,500,6
13,62,10,2,500,2,50,2
13,62,10,2,50,1,50,7
13,62,10,1,50,2,5000,2
13,62,10,2,5000,2,500,7
13,62,10,2,500,1,50,4
14,55,5,1,500,1,5000,6
14,55,5,1,5000,1,50,6
14,55,5,1,50,1,0,2
14,55,5,1,0,1,0,2
14,55,5,1,0,1,0,8
14,55,5,1,0,1,500,3
14,55,5,1,500,1,0,8
14,55,5,1,0,1,50,6
14,55,5,1,50,1,0,4
14,55,5,1,0,1,0,2
14,55,5,1,0,1,0,7
14,55,5,1,0,2,500,5
14,55,5,2,500,2,500,6
14,55,5,2,500,1,0,8
14,55,5,1,0,1,50,7
14,55,5,1,50,1,50,7
14,55,5,1,50,1,50,5
14,55,5,1,50,1,0,2
14,55,5,1,0,1,50,1
14,55,5,1,50,1,0,4
15,47,2,0,0,0,0,7
15,47,2,0,0,0,0,7
15,47,2,0,0,0,50,4
15,47,2,0,50,0,50,6
15,47,2,0,50,1,50,2
15,47,2,1,50,1,500,4
15,47,2,1,500,2,500,6
15,47,2,2,500,2,50,8
15,47,2,2,50,2,50,1
15,47,2,2,50,2,500,8
15,47,2,2,500,2,50,4
15,47,2,2,50,2,50,8
15,47,2,2,50,2,500,8
15,47,2,2,500,2,500,2
15,47,2,2,500,2,5000,3
15,47,2,2,5000,2,50,8
15,47,2,2,50,2,50,3
15,47,2,2,50,2,5000,2
15,47,2,2,5000,2,500,2
15,47,2,2,500,2,50,8
16,84,8,1,500,2,500,5
16,84,8,2,500,2,500,2
16,84,8,2,500,2,50,7
16,84,8,2,50,2,500,4
16,84,8,2,500,2,500,7
16,84,8,2,500,2,500,4
16,84,8,2,500,2,500,7
16,84,8,2,500,2,50,5
16,84,8,2,50,2,500,4
16,84,8,2,500,2,500,6
16,84,8,2,500,2,50,1
16,84,8,2,50,2,500,7
16,84,8,2,500,2,500,6
16,84,8,2,500,2,50,6
16,84,8,2,50,2,500,7
16,84,8,2,500,2,500,8
16,84,8,2,500,2,500,8
16,84,8,2,500,2,500,5
16,84,8,2,500,2,500,1
16,84,8,2,500,1,0,2
17,22,1,1,50,1,50,8
17,22,1,1,50,1,50,8
17,22,1,1,50,1,5000,2
17,22,1,1,5000,1,500,1
17,22,1,1,500,1,0,5
17,22,1,1,0,2,50,7
17,22,1,2,50,2,500,1
17,22,1,2,500,1,0,3
17,22,1,1,0,2,500,7
17,22,1,2,500,1,50,1
17,22,1,1,50,1,0,6
17,22,1,1,0,1,0,3
17,22,1,1,0,1,50,7
17,22,1,1,50,2,500,2
17,22,1,2,500,2,500,1
17,22,1,2,500,2,50,1
17,22,1,2,50,2,500,3
17,22,1,2,500,2,500,4
17,22,1,2,500,2,5000,2
17,22,1,2,5000,2,500,2
18,21,3,1,50,2,500,6
18,21,3,2,500,1,0,2
18,21,3,1,0,2,5000,6
18,21,3,2,5000,1,0,8
18,21,3,1,0,1,0,5
18,21,3,1,0,1,0,4
18,21,3,1,0,1,50,7
18,21,3,1,50,1,0,2
18,21,3,1,0,1,50,7
18,21,3,1,50,1,500,5
18,21,3,1,500,2,50,7
18,21,3,2,50,2,500,6
18,21,3,2,500,2,5000,7
18,21,3,2,5000,2,500,5
18,21,3,2,500,2,50,3
18,21,3,2,50,2,500,5
18,21,3,2,500,2,500,2
18,21,3,2,500,2,500,5
18,21,3,2,500,2,50,7
18,21,3,2,50,2,50,4
19,74,7,0,0,1,50,5
19,74,7,1,50,2,500,3
19,74,7,2,500,2,5000,1
19,74,7,2,5000,1,50,4
19,74,7,1,50,1,50,4
19,74,7,1,50,1,0,8
19,74,7,1,0,1,500,8
19,74,7,1,500,2,50,8
19,74,7,2,50,2,50,4
19,74,7,2,50,2,500,1
19,74,7,2,500,2,50,7
19,74,7,2,50,2,500,8
19,74,7,2,500,2,500,3
19,74,7,2,500,2,500,2
19,74,7,2,500,1,0,4
19,74,7,1,0,1,50,6
19,74,7,1,50,1,50,4
19,74,7,1,50,1,0,8
19,74,7,1,0,1,0,1
19,74,7,1,0,1,500,8
20,37,2,0,0,0,0,7
20,37,2,0,0,2,500,2
20,37,2,2,500,2,500,1
20,37,2,2,500,1,0,3
20,37,2,1,0,2,500,7
20,37,2,2,500,2,50,1
20,37,2,2,50,1,0,4
20,37,2,1,0,2,500,7
20,37,2,2,500,2,500,2
20,37,2,2,500,2,50,8
20,37,2,2,50,1,50,4
20,37,2,1,50,2,500,8
20,37,2,2,500,2,50,6
20,37,2,2,50,2,500,4
20,37,2,2,500,1,0,2
20,37,2,1,0,1,50,6
20,37,2,1,50,1,0,2
20,37,2,1,0,1,500,5
20,37,2,1,500,1,0,3
20,37,2,1,0,2,500,1
21,34,2,2,50,2,50,6
21,34,2,2,50,2,500,5
21,34,2,2,500,2,50,5
21,34,2,2,50,1,0,8
21,34,2,1,0,1,50,6
21,34,2,1,50,1,50,7
21,34,2,1,50,1,0,7
21,34,2,1,0,1,0,3
21,34,2,1,0,1,50,1
21,34,2,1,50,2,500,7
21,34,2,2,500,2,500,8
21,34,2,2,500,2,50,8
21,34,2,2,50,2,50,3
21,34,2,2,50,2,500,2
21,34,2,2,500,2,500,1
21,34,2,2,500,2,50,6
21,34,2,2,50,1,50,1
21,34,2,1,50,1,0,1
21,34,2,1,0,2,500,3
21,34,2,2,500,2,500,7
22,23,1,1,50,1,0,2
22,23,1,1,0,2,50,3
22,23,1,2,50,1,0,6
22,23,1,1,0,2,500,5
22,23,1,2,500,2,500,3
22,23,1,2,500,2,500,7
22,23,1,2,500,2,500,3
22,23,1,2,500,2,50,3
22,23,1,2,50,2,500,3
22,23,1,2,500,2,500,7
22,23,1,2,500,2,50,5
22,23,1,2,50,2,500,6
22,23,1,2,500,2,500,2
22,23,1,2,500,1,0,5
22,23,1,1,0,1,0,5
22,23,1,1,0,2,500,7
22,23,1,2,500,2,500,7
22,23,1,2,500,1,50,1
22,23,1,1,50,2,500,8
22,23,1,2,500,1,0,4
23,77,6,2,500,2,50,4
23,77,6,2,50,2,500,1
23,77,6,2,500,2,500,2
23,77,6,2,500,2,50,6
23,77,6,2,50,2,50,4
23,77,6,2,50,2,500,1
23,77,6,2,500,2,500,7
23,77,6,2,500,2,500,4
23,77,6,2,500,2,50,5
23,77,6,2,50,2,50,6
23,77,6,2,50,2,5000,5
23,77,6,2,5000,1,50,5
23,77,6,1,50,1,0,2
23,77,6,1,0,1,5000,1
23,77,6,1,5000,1,50,6
23,77,6,1,50,1,0,6
23,77,6,1,0,1,0,7
23,77,6,1,0,2,500,4
23,77,6,2,500,2,50,8
23,77,6,2,50,2,50,1
24,62,6,2,500,2,500,7
24,62,6,2,500,1,0,6
24,62,6,1,0,1,50,8
24,62,6,1,50,1,500,4
24,62,6,1,500,2,50,7
24,62,6,2,50,1,0,2
24,62,6,1,0,1,0,3
24,62,6,1,0,1,50,2
24,62,6,1,50,2,500,8
24,62,6,2,500,2,5000,2
24,62,6,2,5000,1,0,1
24,62,6,1,0,2,50,3
24,62,6,2,50,2,500,2
24,62,6,2,500,1,0,4
24,62,6,1,0,2,50,3
24,62,6,2,50,2,500,1
24,62,6,2,500,2,500,1
24,62,6,2,500,2,50,5
24,62,6,2,50,1,0,7
24,62,6,1,0,2,5000,1
25,80,8,0,0,0,0,8
25,80,8,0,0,1,500,3
25,80,8,1,500,1,500,1
25,80,8,1,500,2,50,6
25,80,8,2,50,2,50,5
25,80,8,2,50,2,50,2
25,80,8,2,50,2,500,2
25,80,8,2,500,2,500,7
25,80,8,2,500,1,50,4
25,80,8,1,50,1,500,2
25,80,8,1,500,1,500,4
25,80,8,1,500,1,0,5
25,80,8,1,0,1,50,7
25,80,8,1,50,1,50,8
25,80,8,1,50,1,50,8
25,80,8,1,50,2,500,6
25,80,8,2,500,1,0,7
25,80,8,1,0,1,0,1
25,80,8,1,0,1,0,6
25,80,8,1,0,2,50,5
26,71,6,1,500,2,500,2
26,71,6,2,500,2,500,4
26,71,6,2,500,2,50,3
26,71,6,2,50,2,50,8
26,71,6,2,50,1,50,2
26,71,6,1,50,2,500,8
26,71,6,2,500,2,50,1
26,71,6,2,50,2,500,2
26,71,6,2,500,2,50,5
26,71,6,2,50,2,500,6
26,71,6,2,500,2,50,3
26,71,6,2,50,2,500,3
26,71,6,2,500,2,500,7
26,71,6,2,500,2,50,1
26,71,6,2,50,2,500,6
26,71,6,2,500,2,50,4
26,71,6,2,50,2,50,1
26,71,6,2,50,1,50,7
26,71,6,1,50,1,0,5
26,71,6,1,0,2,50,2
27,62,5,0,0,2,50,2
27,62,5,2,50,2,50,7
27,62,5,2,50,2,500,2
27,62,5,2,500,2,50,8
27,62,5,2,50,2,500,5
27,62,5,2,500,2,50,1
27,62,5,2,50,2,500,5
27,62,5,2,500,1,50,1
27,62,5,1,50,2,50,6
27,62,5,2,50,2,50,4
27,62,5,2,50,2,50,6
27,62,5,2,50,2,500,4
27,62,5,2,500,2,50,7
27,62,5,2,50,2,500,8
27,62,5,2,500,2,500,4
27,62,5,2,500,2,50,2
27,62,5,2,50,2,50,7
27,62,5,2,50,1,0,2
27,62,5,1,0,1,0,1
27,62,5,1,0,1,500,2
28,44,4,2,50,2,500,6
28,44,4,2,500,2,500,2
28,44,4,2,500,1,0,1
28,44,4,1,0,2,50,8
28,44,4,2,50,2,500,4
28,44,4,2,500,2,500,4
28,44,4,2,500,2,500,6
28,44,4,2,500,1,50,8
28,44,4,1,50,2,500,8
28,44,4,2,500,2,500,6
28,44,4,2,500,2,500,3
28,44,4,2,500,1,0,5
28,44,4,1,0,2,500,6
28,44,4,2,500,2,50,8
28,44,4,2,50,2,500,8
28,44,4,2,500,2,50,5
28,44,4,2,50,2,50,6
28,44,4,2,50,2,500,3
28,44,4,2,500,2,50,8
28,44,4,2,50,2,50,6
29,84,8,2,500,2,50,1
29,84,8,2,50,1,0,1
29,84,8,1,0,1,0,7
29,84,8,1,0,1,50,1
29,84,8,1,50,1,0,8
29,84,8,1,0,1,0,6
29,84,8,1,0,1,50,6
29,84,8,1,50,1,500,4
29,84,8,1,500,1,0,2
29,84,8,1,0,1,0,3
29,84,8,1,0,1,50,5
29,84,8,1,50,2,50,4
29,84,8,2,50,2,50,7
29,84,8,2,50,2,500,7
29,84,8,2,500,2,50,1
29,84,8,2,50,2,50,5
29,84,8,2,50,2,500,1
29,84,8,2,500,2,50,6
29,84,8,2,50,2,500,3
29,84,8,2,500,2,500,2
30,61,6,0,0,0,0,6
30,61,6,0,0,1,5000,2
30,61,6,1,5000,1,500,2
30,61,6,1,500,1,0,3
30,61,6,1,0,1,50,4
30,61,6,1,50,2,500,2
30,61,6,2,500,1,0,1
30,61,6,1,0,1,0,5
30,61,6,1,0,1,5000,2
30,61,6,1,5000,1,50,1
30,61,6,1,50,2,500,8
30,61,6,2,500,2,500,7
30,61,6,2,500,2,500,8
30,61,6,2,500,1,50,3
30,61,6,1,50,2,500,7
30,61,6,2,500,2,50,5
30,61,6,2,50,2,50,4
30,61,6,2,50,2,50,1
30,61,6,2,50,2,500,2
30,61,6,2,500,1,0,2
31,40,4,1,50,1,0,1
31,40,4,1,0,1,0,7
31,40,4,1,0,2,500,6
31,40,4,2,500,2,500,7
31,40,4,2,500,2,50,2
31,40,4,2,50,2,500,5
31,40,4,2,500,2,50,8
31,40,4,2,50,2,500,5
31,40,4,2,500,2,500,8
31,40,4,2,500,2,50,8
31,40,4,2,50,1,0,3
31,40,4,1,0,1,0,8
31,40,4,1,0,2,500,4
31,40,4,2,500,1,0,5
31,40,4,1,0,1,50,2
31,40,4,1,50,1,5000,7
31,40,4,1,5000,2,50,5
31,40,4,2,50,2,5000,4
31,40,4,2,5000,2,500,5
31,40,4,2,500,2,5000,1
32,48,4,1,50,1,0,5
32,48,4,1,0,2,500,8
32,48,4,2,500,2,500,5
32,48,4,2,500,2,500,3
32,48,4,2,500,2,500,7
32,48,4,2,500,2,500,6
32,48,4,2,500,2,5000,1
32,48,4,2,5000,2,50,8
32,48,4,2,50,2,500,8
32,48,4,2,500,2,50,4
32,48,4,2,50,2,500,8
32,48,4,2,500,2,500,6
32,48,4,2,500,2,50,8
32,48,4,2,50,2,500,1
32,48,4,2,500,2,50,7
32,48,4,2,50,2,50,8
32,48,4,2,50,2,500,6
32,48,4,2,500,2,5000,3
32,48,4,2,5000,2,50,8
32,48,4,2,50,2,50,6
33,75,6,2,500,2,50,5
33,75,6,2,50,2,500,3
33,75,6,2,500,2,50,6
33,75,6,2,50,2,50,3
33,75,6,2,50,2,500,4
33,75,6,2,500,1,0,7
33,75,6,1,0,2,500,3
33,75,6,2,500,2,500,5
33,75,6,2,500,1,50,8
33,75,6,1,50,1,0,3
33,75,6,1,0,2,500,7
33,75,6,2,500,2,50,4
33,75,6,2,50,2,50,5
33,75,6,2,50,2,500,1
33,75,6,2,500,2,50,5
33,75,6,2,50,2,500,5
33,75,6,2,500,2,500,2
33,75,6,2,500,2,500,2
33,75,6,2,500,2,50,6
33,75,6,2,50,2,500,6
34,82,10,1,5000,2,50,2
34,82,10,2,50,2,500,4
34,82,10,2,500,2,500,6
34,82,10,2,500,2,500,7
34,82,10,2,500,2,50,1
34,82,10,2,50,2,50,2
34,82,10,2,50,2,5000,4
34,82,10,2,5000,1,0,1
34,82,10,1,0,2,50,5
34,82,10,2,50,2,500,1
34,82,10,2,500,2,500,1
34,82,10,2,500,2,50,1
34,82,10,2,50,2,500,8
34,82,10,2,500,2,50,2
34,82,10,2,50,2,500,4
34,82,10,2,500,2,50,8
34,82,10,2,50,2,50,7
34,82,10,2,50,2,500,5
34,82,10,2,500,2,500,6
34,82,10,2,500,2,500,5
35,67,4,0,0,0,0,7
35,67,4,0,0,1,500,3
35,67,4,1,500,1,0,6
35,67,4,1,0,2,500,4
35,67,4,2,500,1,0,3
35,67,4,1,0,1,0,8
35,67,4,1,0,1,0,3
35,67,4,1,0,1,50,4
35,67,4,1,50,1,0,1
35,67,4,1,0,1,5000,7
35,67,4,1,5000,2,50,5
35,67,4,2,50,2,500,7
35,67,4,2,500,2,500,8
35,67,4,2,500,1,50,6
35,67,4,1,50,1,50,1
35,67,4,1,50,1,0,1
35,67,4,1,0,1,0,6
35,67,4,1,0,2,50,6
35,67,4,2,50,2,500,2
35,67,4,2,500,2,50,3
36,44,6,0,0,0,50,5
36,44,6,0,50,0,50,6
36,44,6,0,50,0,50,6
36,44,6,0,50,0,50,2
36,44,6,0,50,0,50,6
36,44,6,0,50,0,50,7
36,44,6,0,50,2,50,4
36,44,6,2,50,2,500,8
36,44,6,2,500,2,500,8
36,44,6,2,500,2,500,4
36,44,6,2,500,2,50,3
36,44,6,2,50,2,50,5
36,44,6,2,50,1,0,5
36,44,6,1,0,1,0,7
36,44,6,1,0,1,50,5
36,44,6,1,50,1,0,3
36,44,6,1,0,1,0,6
36,44,6,1,0,2,500,3
36,44,6,2,500,1,0,2
36,44,6,1,0,2,50,2
37,49,4,0,0,0,0,8
37,49,4,0,0,0,500,1
37,49,4,0,500,1,500,2
37,49,4,1,500,1,500,8
37,49,4,1,500,2,50,7
37,49,4,2,50,2,50,1
37,49,4,2,50,2,500,4
37,49,4,2,500,2,500,6
37,49,4,2,500,2,500,2
37,49,4,2,500,2,50,8
37,49,4,2,50,1,50,6
37,49,4,1,50,2,500,2
37,49,4,2,500,2,50,7
37,49,4,2,50,2,5000,3
37,49,4,2,5000,2,500,2
37,49,4,2,500,2,500,5
37,49,4,2,500,2,500,1
37,49,4,2,500,2,50,2
37,49,4,2,50,1,0,2
37,49,4,1,0,1,50,5
38,21,4,0,0,1,500,4
38,21,4,1,500,1,0,5
38,21,4,1,0,2,500,2
38,21,4,2,500,2,500,4
38,21,4,2,500,2,50,7
38,21,4,2,50,2,500,6
38,21,4,2,500,2,500,3
38,21,4,2,500,1,0,4
38,21,4,1,0,1,50,5
38,21,4,1,50,1,0,1
38,21,4,1,0,2,500,5
38,21,4,2,500,2,500,8
38,21,4,2,500,2,50,3
38,21,4,2,50,2,5000,2
38,21,4,2,5000,2,50,8
38,21,4,2,50,2,50,3
38,21,4,2,50,2,50,4
38,21,4,2,50,2,500,5
38,21,4,2,500,2,500,1
38,21,4,2,500,2,50,4
39,81,8,2,500,2,500,2
39,81,8,2,500,1,0,5
39,81,8,1,0,2,50,5
39,81,8,2,50,2,50,8
39,81,8,2,50,2,500,4
39,81,8,2,500,1,50,5
39,81,8,1,50,1,0,7
39,81,8,1,0,1,50,1
39,81,8,1,50,1,50,6
39,81,8,1,50,1,50,1
39,81,8,1,50,1,50,8
39,81,8,1,50,1,500,3
39,81,8,1,500,1,0,5
39,81,8,1,0,1,50,5
39,81,8,1,50,2,500,2
39,81,8,2,500,2,500,2
39,81,8,2,500,2,500,2
39,81,8,2,500,1,50,7
39,81,8,1,50,2,500,6
39,81,8,2,500,2,500,1
40,82,9,2,500,2,500,4
40,82,9,2,500,2,50,3
40,82,9,2,50,2,50,7
40,82,9,2,50,2,500,6
40,82,9,2,500,2,500,1
40,82,9,2,500,2,500,2
40,82,9,2,500,2,500,6
40,82,9,2,500,2,50,6
40,82,9,2,50,2,500,2
40,82,9,2,500,2,500,5
40,82,9,2,500,2,500,8
40,82,9,2,500,2,500,5
40,82,9,2,500,2,500,3
40,82,9,2,500,2,50,8
40,82,9,2,50,2,500,1
40,82,9,2,500,2,500,4
40,82,9,2,500,2,50,5
40,82,9,2,50,2,500,4
40,82,9,2,500,2,500,5
40,82,9,2,500,2,50,3
41,67,6,1,500,1,0,8
41,67,6,1,0,1,50,1
41,67,6,1,50,1,0,1
41,67,6,1,0,1,0,6
41,67,6,1,0,2,500,4
41,67,6,2,500,1,50,4
41,67,6,1,50,2,5000,3
41,67,6,2,5000,2,50,8
41,67,6,2,50,2,500,1
41,67,6,2,500,2,500,8
41,67,6,2,500,2,500,2
41,67,6,2,500,2,500,6
41,67,6,2,500,2,500,6
41,67,6,2,500,2,50,1
41,67,6,2,50,2,500,1
41,67,6,2,500,2,50,7
41,67,6,2,50,1,50,2
41,67,6,1,50,1,0,1
41,67,6,1,0,1,50,8
41,67,6,1,50,1,50,7
42,50,5,1,500,2,500,8
42,50,5,2,500,2,500,6
42,50,5,2,500,2,50,2
42,50,5,2,50,2,500,5
42,50,5,2,500,2,50,7
42,50,5,2,50,2,50,5
42,50,5,2,50,1,500,5
42,50,5,1,500,1,0,6
42,50,5,1,0,2,500,6
42,50,5,2,500,2,500,2
42,50,5,2,500,2,500,2
42,50,5,2,500,1,50,6
42,50,5,1,50,1,500,6
42,50,5,1,500,2,5000,8
42,50,5,2,5000,2,50,7
42,50,5,2,50,2,50,2
42,50,5,2,50,2,500,6
42,50,5,2,500,1,500,2
42,50,5,1,500,1,0,5
42,50,5,1,0,1,50,8
43,42,5,1,500,1,0,8
43,42,5,1,0,2,50,4
43,42,5,2,50,2,500,7
43,42,5,2,500,2,50,7
43,42,5,2,50,2,500,5
43,42,5,2,500,2,500,5
43,42,5,2,500,2,500,3
43,42,5,2,500,2,500,6
43,42,5,2,500,2,500,8
43,42,5,2,500,2,50,3
43,42,5,2,50,2,500,1
43,42,5,2,500,2,50,1
43,42,5,2,50,2,500,6
43,42,5,2,500,2,500,8
43,42,5,2,500,1,0,2
43,42,5,1,0,2,500,7
43,42,5,2,500,2,500,5
43,42,5,2,500,2,500,3
43,42,5,2,500,2,500,3
43,42,5,2,500,2,50,6
44,74,6,2,500,2,500,8
44,74,6,2,500,2,5000,5
44,74,6,2,5000,2,500,3
44,74,6,2,500,1,0,2
44,74,6,1,0,2,50,2
44,74,6,2,50,2,50,3
44,74,6,2,50,2,5000,6
44,74,6,2,5000,2,500,5
44,74,6,2,500,2,500,6
